uid;age;attraction_coeff;coins;country;visit_days;gender;age_filter_start;age_filter_end;views_count;was_premium;is_premium;total_revenue
892194675;30;0;;France;1;1;27;33;0;1.0;;0
891580209;35;714;;United States of America;;1;32;55;14;;;0
892065597;23;384;;United States of America;1,2,3,6,7,8,9,10,11,13,14,19,21,23;1;16;48;65;;;0
891440298;34;250;;United States of America;2,3;1;31;37;4;;;0
891700425;46;0;;Germany;1,2,8;1;43;49;15;;;0
892204344;44;717;;United States of America;1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,19,20,21,24,26,27;1;41;47;46;;;0
891765813;40;750;;Canada;;1;37;43;4;;;0
892410318;40;500;;United States of America;;1;37;43;8;;;0
891735681;18;810;;Argentina;1,2,3,4,5,6,7,8,17;1;16;21;58;;;0
891696972;37;0;;United States of America;;1;34;40;0;;;0
891337656;43;0;;Italy;;1;40;46;0;;;0
892364598;26;0;;Spain;;1;23;29;0;;;0
892065210;32;0;;Germany;1;1;25;47;0;;;0
891209664;22;750;;United Arab Emirates;4;1;19;39;12;;;0
892064613;24;222;;Argentina;1,2,4,5,6,7,8,9,10,12,16;1;21;31;18;;;0
891973983;18;500;;United States of America;1;1;18;21;8;;;0
892014027;37;476;;United States of America;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23;1;34;40;63;;;0
891539715;40;335;;United Kingdom (Great Britain);1,2,3,4,5,6,7,8,9,10,11,12,13;1;17;47;137;;;0
892019280;53;404;;France;1,2,3,4,5,6,8,9,10,11,12,13,14,15;1;50;56;47;;;0
892335978;37;0;;Chile;1,2,3;1;34;40;0;;;0
891242025;25;350;;United States of America;1,2,3,5;1;22;28;20;1.0;1.0;0
891291846;35;0;;Spain;;1;21;28;2;;;0
891536145;49;111;;Italy;;1;46;52;18;1.0;;0
891394296;16;0;;Chile;1,2,3,4,5,6,7,8,9,11;1;16;20;0;;;0
892274262;19;1000;;Chile;;1;16;22;3;;;0
891272232;21;292;;Canada;1,2,3;0;18;24;154;1.0;;0
891638523;22;0;;United States of America;;1;19;25;0;;;0
891696603;50;165;;Belgium;1,2,3,4,5,6,7;1;47;53;163;1.0;;0
891840477;43;0;;France;;1;26;44;0;;;0
892140111;29;500;;United States of America;1,2,4,5,6,7,8,9,11,12,13,14,15,17,18;1;26;32;22;;;0
892306938;43;125;;Argentina;3;1;20;61;8;;;0
891616755;22;0;;United States of America;1,2;1;19;25;11;;;0
891256425;21;125;;Argentina;1,2,3,4,5;1;18;24;8;;;0
892186389;22;285;;Argentina;1,2,3;1;19;25;7;;;0
891614661;25;0;;Argentina;1;1;22;51;0;;;0
892309125;25;600;;United States of America;1,2;1;22;28;5;;;0
891397068;21;564;;United Arab Emirates;1;0;18;24;526;;;0
891295692;34;1000;;Spain;;1;31;37;1;;;0
892342986;25;0;;Chile;1,2,3,4,6,7,9,10,13,14,16,17,19,20,22,24,26,28;1;22;28;0;;;0
891463896;37;200;;Italy;;1;34;40;5;;;0
892111920;25;1000;;Chile;1,3,4,6,8,10;1;22;28;1;;;0
891330339;38;0;;Argentina;1,2,3,8,9;1;25;41;2;;;0
891061047;47;750;;United States of America;1,3,4,5;1;44;50;28;;;0
891175998;23;0;;Spain;;1;20;26;2;;;0
892300635;21;0;;United States of America;1;1;18;24;0;;;0
891850029;44;289;;Israel;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19;1;18;32;190;;;0
891104490;35;0;;Spain;;1;32;38;0;;;0
892188417;38;596;;United States of America;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27;1;35;41;104;;;0
891600444;40;727;;United States of America;1;1;37;43;11;;;0
892390671;29;250;;Chile;1,2,3,4,5,6,7,8,9,10,11,12;1;26;32;4;;;0
891235344;24;0;;Chile;1,2,3,4,5,6,7,8,9;1;21;46;1;;;0
892322430;35;717;;United States of America;1,2,3,4,5,6,7;1;16;38;46;1.0;;0
891292845;22;0;;Italy;;1;19;40;0;1.0;1.0;1898
892101141;24;620;;Spain;1,2,3,4,5,6;1;21;50;58;;;0
892331559;21;0;;Chile;1;1;18;24;0;;;0
891800358;42;0;;Switzerland;1,2;1;39;45;0;;;0
891260793;20;0;;Spain;1,2;1;17;23;0;1.0;;0
892337712;49;677;;United States of America;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,60;1;31;41;493;;;0
892211289;22;1000;;United States of America;;1;18;22;1;;;0
892336797;24;255;;United States of America;1,6,7,9,10,11,13,14;1;21;27;43;1.0;;6292
892149135;37;0;;Argentina;1,2,3,4,5,6,7,8,9,11,12,13;1;34;40;6;;;0
892087578;36;677;;United States of America;1;1;33;39;31;1.0;;0
891579225;55;312;;Canada;1,2,3,4,5,6,8,9,10,12,13,14;1;50;58;64;;;0
892100523;18;222;;United States of America;1;1;15;21;27;;;0
892335087;22;0;;Spain;1,2,3;1;19;25;0;;;0
891264903;19;239;;United States of America;2,3,4,5,6,7,8,9;1;16;22;46;1.0;1.0;7761
891947541;45;1000;;Argentina;2,3,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22;1;42;48;3;;;0
891859707;27;0;;United States of America;;1;24;30;2;;;0
892006386;31;444;;United States of America;1;1;28;34;27;;;0
892383024;30;500;;United States of America;;1;27;33;12;;;0
892070358;46;0;;Italy;7;1;43;49;1;;;0
892321341;30;510;;Canada;1,2,3,4,5,6,7,8,9,10,11,18,20,21,22,24;1;16;33;49;1.0;;0
891612684;25;638;;India;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16;1;22;28;36;;;0
891259866;36;0;;United States of America;1,2,3;1;33;39;1;;;0
892009434;20;0;;Argentina;1;1;17;23;1;;;0
891885369;25;0;;France;;1;22;66;0;;;0
891319164;32;0;;United Arab Emirates;3;1;29;35;0;;;0
891690714;23;142;;United States of America;1,2,3,4,5,6,7,8;1;20;26;7;;;0
891179868;36;111;;Germany;1;1;33;39;9;;;0
892359597;26;333;;Switzerland;1,2,3;1;23;29;3;;;0
891692985;32;454;;United States of America;1,3,4,5,7,9,11,12,13,14,15;1;29;35;11;;;0
891396459;32;571;;United States of America;1,2,3,4,5,6,7,8,9,10;1;21;36;7;;;0
891661881;31;307;;Germany;1,2,3,4,5,6,7,8,9,10,11,12,13,15,16;1;21;31;13;;;0
891800136;21;0;;Australia;;1;18;24;1;;;0
892210488;30;529;;United Arab Emirates;1;1;27;33;17;;;0
891296841;30;0;;Spain;4,5,6,8,9;1;27;33;0;;;0
891973917;25;125;;France;2,3,5,6,7,9,10,12,13,14,16,18,20,22;1;22;28;8;1.0;1.0;6344
892015233;37;181;;Germany;1,2,3,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,23,24;1;16;50;22;;;0
891126147;42;0;;United States of America;1,3,4;1;39;45;0;;;0
892225515;35;0;;Switzerland;1,2,3,4,5,6,7,9,10,11,13,14,16,18,20,21,22,23,24,25,26,27;1;32;38;0;;;0
892327872;28;560;;United States of America;1,2,3,4,5,6,8,9,10,11,12,13,14;1;25;31;25;;;0
892245696;35;0;;Italy;1,2;1;32;38;7;1.0;;0
892347384;31;400;;United States of America;1,2,3,4,5,6,7,8;1;32;42;20;;;0
892049775;40;0;;Argentina;1,7,8,9;1;16;60;0;;;0
892361481;46;757;;United States of America;16,17,19;1;30;36;194;1.0;;0
891210066;47;645;;United States of America;1,2,3,5;1;44;50;31;;;0
891263853;29;0;;Chile;;1;26;32;1;;;0
892200795;53;160;;Chile;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,21,22,23,24,25,27;1;35;52;87;;;0
892092402;43;333;;Portugal;1,2,3,4,5,6,7;1;21;51;6;;;0
891737481;22;0;;Egypt;1,2,4,5,7;1;19;25;0;;;0
892055121;19;200;;United States of America;1,2,3;1;16;22;5;;;0
891610263;25;0;;Italy;1;1;22;28;0;;;0
892341768;23;1000;;Chile;;1;20;26;1;;;0
891734019;52;741;;United States of America;;1;49;55;31;1.0;;0
892230036;18;333;;Argentina;1,2;1;18;40;6;;;0
892100196;38;636;;United States of America;1,2,3,4,5;1;35;41;11;;;0
891725544;24;0;;Italy;1,2,4,5,6;1;21;27;7;;;0
891597333;35;0;;France;1,2,3;1;32;38;1;;;0
891868932;56;294;;Italy;1,3,4,5,6,7,8,9,10,11,12,13,14,15,16;1;50;59;17;;;0
891776364;21;0;;Portugal;;1;18;24;2;;;0
891199953;16;333;;Italy;1,2,3,4,5,6,7;1;16;45;3;;;0
891365823;45;0;;United States of America;;1;42;48;0;;;0
891379623;26;0;;United States of America;2;1;23;29;0;;;0
892276803;39;173;;Chile;1,2,3,4,5,6;1;18;60;23;;;0
892279638;19;0;;United States of America;1;1;16;22;6;;;0
891757269;35;214;;United States of America;1,2,3,4,5,6;1;32;38;14;;;0
891919248;40;200;;Italy;1,4;1;37;43;5;;;0
892395528;21;333;;United States of America;1;1;18;24;3;1.0;;0
891132459;36;0;;Argentina;;1;33;39;6;;;0
891696915;22;782;;United Arab Emirates;3,4;1;19;25;23;;;0
892246698;25;0;;Italy;;1;19;24;1;;;0
891250278;28;192;;Italy;1,2,3,4,6,7,8;1;25;44;26;1.0;;0
891191811;23;0;;Spain;1;1;20;26;0;;;0
891193644;36;0;;France;;1;33;39;1;;;0
892135707;49;106;;Israel;1,2,3,4,6;1;46;52;75;;;0
891716358;25;935;;India;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17;1;22;28;171;1.0;1.0;4914
891082659;35;0;;Chile;1,3,4,5,6;1;32;38;3;;;0
891699645;33;0;;United Kingdom (Great Britain);;1;30;36;0;;;0
891644346;24;875;;United Arab Emirates;1,2;1;16;23;16;;;0
891606801;31;1000;;Canada;;1;28;34;1;;;0
892167150;26;0;;Italy;;1;23;29;9;;;0
891165492;41;0;;Chile;;1;38;44;0;;;0
891451227;25;0;;United States of America;1,2,4,6,8,10;1;22;28;0;;;0
891061197;37;0;;France;;1;34;40;0;;;0
891792045;45;366;;Israel;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19;0;42;48;3211;;;0
891348243;20;500;;United States of America;1;1;17;23;14;;;0
891808560;46;148;;Chile;1,2,3,4,5,8,9,10,11,12,13,14,15,16,17,18,19;1;28;49;47;;;0
891367521;25;129;1.0;Italy;1,2,3,5,6,7,8;1;16;99;62;1.0;;20462
891109524;26;500;;Italy;1;1;23;29;4;;;0
891181182;35;1000;;France;1;1;32;38;1;;;0
892079562;33;200;;Spain;2,4,5,7,8,10,11,12,13,14,15,16,17,18,19,20,21,23,24;1;30;36;5;;;0
891232752;40;555;;Chile;1,2,3,4,5,6,8,9;1;46;52;18;;;0
891092112;27;500;;United Arab Emirates;;1;24;30;10;1.0;;0
891625878;21;133;;United States of America;4,5,6,7,8,9,10,11;1;18;24;15;;;0
892327203;41;361;;United States of America;;0;38;44;329;;;0
891407889;57;657;;United States of America;1,2,3,4,5,6,7,8,9,10,11;1;54;60;251;;;0
891631380;20;500;;Spain;1;1;17;23;2;;;0
891244053;41;47;;Germany;1;1;38;44;21;;;0
891287055;32;0;;Portugal;;1;29;35;0;;;0
892020174;61;0;;Spain;1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24;1;50;65;126;;;0
891376623;17;333;;United States of America;;1;14;20;3;;;0
891322188;39;0;;Belgium;;1;36;42;0;;;0
891619455;16;0;;Argentina;;1;16;20;0;;;0
892271223;35;593;;United States of America;1,2,3,4,5,6,7;1;32;38;59;1.0;;0
891918792;40;500;;United States of America;1,3,4,6;1;37;43;2;;;0
892278945;35;705;;United States of America;1;1;32;38;17;;;0
891710073;46;250;;Italy;;1;30;42;96;;;0
891657327;30;333;;United States of America;;1;27;33;15;;;0
891867564;49;166;;Argentina;1,2,3,4,5,6,7,8,9,10,12,13,14,16,17,18,19;1;36;49;6;;;0
891151395;26;0;;France;;1;23;29;0;;;0
892048311;38;0;;Belgium;2,4,12,15,16;1;35;41;4;1.0;;0
892390320;25;58;;Israel;1;1;22;28;17;;;0
892421277;22;446;62.0;United States of America;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,60;1;16;35;130;1.0;1.0;60333
891372726;31;0;;United Kingdom (Great Britain);3;1;28;34;7;;;0
891957213;27;363;;Italy;1,2,3,4,7,10,11,12,13,15,17,20;1;24;30;11;;;0
891449973;16;0;;United States of America;;1;16;99;0;;;0
892102932;49;568;;United States of America;1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26;1;46;52;109;;;0
891963999;36;0;;United Arab Emirates;14;1;18;32;0;;;0
892255614;44;807;;United States of America;;1;41;47;26;1.0;;0
891768627;27;0;;United Arab Emirates;1;1;24;30;0;;;0
892245897;25;3;;Italy;1,2,3,4,5,6,7,8,9,11,12,13,14,15,16;0;22;28;264;;;0
891625002;39;50;;Italy;1,3,4,5,6,8,9;1;36;42;20;;;0
892421706;27;0;;United States of America;;1;24;30;8;;;0
891992136;43;0;;United States of America;;1;27;57;0;;;0
891865749;20;416;;United States of America;1,2,3;1;17;23;12;;;0
891976869;27;0;;Portugal;;1;16;20;0;;;0
892158927;54;417;;Italy;2,4,5,6;1;51;57;146;;;0
892127340;56;0;;United States of America;2,3,8;1;50;59;1;;;0
892360221;30;205;;Italy;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,60;1;24;28;68;;;0
892118853;41;55;;Argentina;1,2,3,4;1;26;39;36;;;0
892271985;39;714;;Chile;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,24,25;1;17;21;42;;;0
891492678;25;0;;Chile;;1;22;28;0;;;0
892227480;18;750;;Spain;1,2;1;16;21;12;1.0;;0
891114255;25;0;;Argentina;;1;22;65;1;;;0
891224325;25;0;;United States of America;1,2,4,5;1;18;30;8;;;0
891378198;24;0;;United States of America;;1;21;27;0;;;0
892191528;27;764;;United Arab Emirates;1;1;24;30;17;;;0
891673935;22;0;;United Arab Emirates;;1;19;25;0;;;0
891190578;25;0;;United Arab Emirates;;1;22;38;0;;;0
892100538;48;352;;Belgium;1,3,5,6,7;1;45;51;17;;;0
892054104;42;715;;United States of America;1,2,3,4,5,6,7,8,9,10,11,12,14;1;39;45;130;;;0
892436637;35;0;;United Kingdom (Great Britain);2,3,4,6,7,9,11,12,13,15,16,18,20,23,25,26,28,29,60;1;32;38;0;;;0
892382520;26;400;;Spain;2,3;1;23;29;5;;;0
891823395;38;765;;United States of America;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19;1;20;30;111;;;0
892107465;28;0;;Spain;2,3,4,13,14,15,20;1;25;31;0;;;0
892316226;40;460;;United States of America;1,2,3,4,5,6,7,8,9,10,12,13,15,16,17,18,19,21,22,23,24,25,27,29;1;16;56;50;;;0
891133854;27;0;;United States of America;1,2,3,4,5;1;24;30;1;;;0
891996708;18;0;;United States of America;;1;18;21;2;;;0
891153429;37;333;;Argentina;1,2,3,4,5,6;1;16;40;6;;;0
892413570;26;333;;United Kingdom (Great Britain);1,4,6,7,8,9,10;1;23;29;3;;;0
891349170;45;227;;Italy;1,2,3,4;1;42;48;110;;;0
891873558;39;400;;Italy;1,2,3,4,5,6,7,8,9,10;1;36;81;10;;;0
891196716;31;1000;;United States of America;1,2,3,5,6;1;28;34;1;;;0
892337103;30;666;;France;1,8;1;27;33;3;;;0
891951765;29;593;;United States of America;1,2,3;0;26;32;165;;;0
892039674;28;333;;Argentina;1,2,3,4,5,6,7,8,9;1;25;31;3;;;0
892294602;23;352;;United States of America;1;0;23;27;258;;;0
892295292;25;0;;Spain;7;1;22;28;0;;;0
891972390;17;0;;United Kingdom (Great Britain);1,1;1;17;20;2;;;0
892096776;30;0;;Canada;2,7,8,9,10,11,12,13,15,16,17,19,20,22,23,24;1;27;33;0;1.0;;3549
892435518;29;1000;;United States of America;1;1;26;32;1;;;0
891279405;48;0;;Argentina;1,3,6;1;45;51;0;;;0
892037091;27;785;;United States of America;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24;1;24;30;415;1.0;1.0;12727
891366981;29;0;;Switzerland;1,2,3,4,5,6,7,9,10,11;1;30;67;0;;;0
891558894;40;0;;France;;1;37;43;2;;;0
891791766;50;235;;Germany;2,3,4,5,7,8;0;47;53;259;;;0
892418760;41;0;;United States of America;;1;38;44;2;;;0
891316131;43;0;;France;1;1;40;46;0;;;0
891893451;31;1000;;United States of America;;1;28;34;1;;;0
891289698;40;0;;Spain;;1;37;43;0;;;0
891471429;28;557;;United States of America;;0;40;99;104;;;0
892108041;28;408;;United Arab Emirates;1,2,3,4,10,11,12,13,14,15,16,19,20,21,22,23,24,25;1;27;33;98;;;0
892324032;41;645;;United States of America;1,2,3,4,5,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29;1;38;44;206;;;0
892175460;16;0;;United States of America;1;0;16;20;0;;;0
892353996;32;800;;Chile;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,60;1;17;44;5;;;0
891634098;34;500;;United States of America;;1;31;37;2;;;0
892066998;41;0;;Italy;1,2;1;38;44;61;;;0
891437295;23;400;;United States of America;1,2;1;20;26;5;;;0
892285590;41;162;;Switzerland;1,2,3,4,5,7,8,9,10,11,12,13,14,15,17,19,21,23;1;38;44;37;;;0
892346997;23;1000;;France;1;1;20;26;1;;;0
891700875;31;285;;Argentina;2,4,5,7,8,9,10,11,12;1;28;34;7;;;0
891494472;37;0;;Chile;1,2,3,5,6,8,10,12;1;34;40;1;;;0
892182066;34;1000;;Italy;1,2;1;31;37;1;;;0
892099536;19;400;;United States of America;1,2,3,4,6,7,9,11,12,13,14,15,16,17,18,20,21,23;1;16;22;20;;;0
892068960;34;299;;United Kingdom (Great Britain);1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,22,23;1;31;37;127;;;0
892111938;17;0;;United States of America;;1;17;20;5;;;0
891770220;32;454;;Israel;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16;1;19;99;99;;;0
892188735;25;1000;;United States of America;1,2,3,4,5,6,7,8,9;1;22;28;1;;;0
892432143;36;0;;United Arab Emirates;1,2,3,4;1;33;39;0;;;0
891899082;37;411;;Italy;1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20;1;26;40;17;;;0
891952083;29;571;;Portugal;1,4,5,6,7,8;1;26;32;7;;;0
891338457;48;0;;Argentina;1,2,3,4,5,6;1;45;51;4;;;0
892225713;45;32;;Italy;;1;21;68;93;;;0
891294000;23;333;;Argentina;1,2,3;1;20;30;9;;;0
891114750;42;0;;Argentina;;1;20;45;0;;;0
