uid;age;attraction_coeff;coins;country;visit_days;gender;age_filter_start;age_filter_end;views_count;was_premium;is_premium;total_revenue
892286766;23;0;;United Kingdom (Great Britain);;1;20;26;0;;;0
891487791;18;0;;Spain;1;1;15;21;0;;;0
892143612;25;0;;Argentina;;1;22;28;4;;;0
891718842;32;500;;Spain;1,2;1;29;35;2;;;0
891675498;32;534;;United States of America;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17;1;29;35;58;1.0;1.0;9087
891315411;27;1000;;United States of America;;1;24;30;2;;;0
891929508;70;0;;Italy;1,2,3,5,6,8,10,12,14,16,17,19,20,21;1;50;70;0;;;0
892077324;18;0;;United States of America;2,5;1;17;23;0;;;0
891779424;27;472;;United States of America;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18;1;24;30;36;;;0
891926403;24;645;;United States of America;1,2;0;21;27;432;;;0
891904347;43;500;;United States of America;1,2,3,4,5,6,7;1;40;46;16;;;0
891201471;16;0;;France;2;1;16;20;0;;;0
892107360;27;79;;United States of America;1,2,6,7,8,9,10,13,17,18,19,22;1;23;27;63;;;0
891209016;29;1000;;Chile;2,4,5,6,7,8;1;26;32;4;;;0
892224798;92;320;;United States of America;1,2,4,5,6,7,10,12,15;1;21;28;50;;;0
891859152;32;437;;Argentina;1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19;1;20;43;32;;;0
892073112;22;0;;Spain;1,3,4,5,6,7,8,9,10,11,12,17,19,21,22,23,24,25;1;19;25;0;;;0
891949272;39;190;28.0;Chile;1;1;16;40;121;1.0;1.0;16380
892290816;33;0;;United States of America;;1;30;36;0;;;0
892143099;46;304;;Canada;1;1;43;49;23;;;0
892037631;29;328;;United Arab Emirates;1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,19,20,21,22,23,24;1;26;61;67;;;0
891396462;27;320;;United Arab Emirates;1,3,5,6,7,8,10;1;24;30;25;;;0
892209279;30;44;;Italy;;1;27;33;68;;;0
891662790;27;500;;United States of America;;1;24;30;2;;;0
891170742;27;1000;;United Arab Emirates;;1;24;30;1;;;0
891733257;27;612;;United Arab Emirates;1,2,3;1;17;34;31;;;0
891291573;37;382;;United States of America;1,2,3;0;34;40;471;1.0;1.0;6292
891272580;53;0;;Belgium;1,2,3,4;1;50;56;8;;;0
892303011;16;350;;United States of America;;0;16;20;20;;;0
892070361;20;122;;Chile;1,2,3,4,5,6,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25;1;17;23;692;1.0;1.0;13858
891254478;66;600;;Italy;1,2,3;1;50;69;5;;;0
891643470;36;0;;United Arab Emirates;1;1;19;39;0;;;0
891405774;27;0;;Australia;3;1;24;30;0;;;0
892236849;30;1000;;Spain;1;1;18;39;1;1.0;;0
891384576;27;200;;Italy;1;1;18;30;5;;;0
891129984;25;426;;United States of America;1,2,3;0;22;28;190;;;0
891338463;46;385;;Spain;1;1;18;46;57;;;0
892164393;29;0;;Spain;;1;26;32;0;;;0
891917745;48;250;;Italy;17;1;45;51;4;;;0
891317679;22;0;;Italy;;1;19;25;2;;;0
891922599;39;801;;Germany;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22;1;16;54;464;;;0
891342405;34;344;;United Arab Emirates;;1;31;37;29;;;0
891403959;19;0;;Spain;;1;16;22;1;;;0
891286755;25;0;;United States of America;1;1;22;28;0;;;0
891343842;35;0;;France;1,2,3,4,5;1;32;38;7;;;0
891283839;22;333;;United States of America;;1;19;25;3;;;0
891309846;38;0;;Canada;1,2,4,5,6,7,9,10;1;35;41;1;;;0
891808008;29;0;;United States of America;1,3;1;16;54;0;;;0
892387902;41;750;;United States of America;1;1;38;44;16;;;0
891885396;20;0;;United States of America;;1;17;23;0;;;0
891751788;25;0;;France;1;1;22;28;4;;;0
891295338;26;0;;Canada;1;1;23;29;0;;;0
891309174;31;1000;;United States of America;1,2,3,4;1;28;34;4;;;0
891297615;34;0;;Spain;1,2,3,4,5,6,7;1;31;37;3;;;0
892225998;28;83;;United States of America;1,2,4,6,7,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27;1;25;31;12;;;0
891400899;47;400;;United States of America;;1;22;46;20;;;0
891670809;26;550;;United States of America;;0;25;87;100;;;0
891999912;43;373;;United States of America;;0;40;66;107;;;0
891342414;32;1000;;Spain;1,2,3,4,5;1;29;35;5;;;0
891262371;44;0;;Chile;;1;41;47;0;;;0
891670005;25;125;;Italy;1;1;22;28;8;;;0
892361727;23;0;;Chile;1,2,3,5;1;20;26;2;;;0
891411744;34;636;;United States of America;1,2;1;31;37;11;;;0
891879390;28;0;;Chile;1,2,3,4,5,10;1;18;49;3;;;0
891232038;35;500;;United States of America;;1;32;38;2;;;0
891347301;52;148;;Germany;1;1;35;50;27;;;0
891244446;24;1000;;United States of America;3;1;21;27;2;;;0
891677190;36;200;;Canada;1,2,3,4,5,6,7;1;33;39;5;;;0
891618507;16;0;;France;;1;16;20;0;;;0
891282369;29;636;;Chile;1,2,3,4,5,6,7,8,9;1;26;33;11;;;0
891864939;28;200;;United States of America;1,2;1;25;31;10;1.0;;0
891219540;24;903;;Australia;1,2,3,4,5,6,7,8;1;16;48;124;1.0;1.0;9438
892274991;25;0;;Portugal;;1;22;28;0;;;0
892152927;39;832;;Germany;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26;1;16;70;760;;;0
892090038;29;250;;Canada;1,2,3,6,7,8,10,11,13,14,15,19,21,22;1;18;46;4;1.0;;0
891107631;19;0;;United States of America;;1;16;22;0;;;0
891182466;29;700;;Belgium;1,2,3;1;26;32;10;1.0;1.0;6084
891194712;31;0;;Germany;1,2,3;1;20;34;5;;;0
892014045;28;250;;France;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23;1;25;31;4;;;0
891080040;49;158;10.0;Israel;2,3,4,5;1;38;50;535;1.0;1.0;15132
892409409;21;1000;;United States of America;3;1;18;24;1;;;0
891409896;44;700;;Spain;;1;41;47;10;;;0
891600078;22;250;;United States of America;;1;19;25;4;;;0
892156827;32;333;;United States of America;1;1;29;99;21;;;0
892050027;56;1000;;Argentina;12,13,19;1;22;42;1;;;0
891142710;34;666;;United Arab Emirates;;1;31;37;3;;;0
892368831;47;76;;Italy;2;1;44;50;13;;;0
892181931;24;0;;Germany;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26;1;21;27;9;;;0
891829698;37;0;;Argentina;;1;34;40;2;;;0
891902010;37;0;;Italy;;1;34;40;34;;;0
891268731;42;0;;France;;1;39;45;1;;;0
891310119;28;666;;United States of America;1,2,3,4,5,6,7,9;1;25;31;21;1.0;1.0;9087
892047828;16;0;;Argentina;;1;16;20;10;;;0
891309546;39;0;;Canada;;1;36;42;0;;;0
891404943;77;468;;Italy;1,5;1;74;80;79;;;0
891718887;26;550;;Belgium;1,2,3,5,6,7,8,9,10,11,12,13,14,16;1;23;29;40;1.0;;0
891205503;25;0;;United States of America;;1;22;28;0;;;0
891126480;26;0;;Italy;1,2,3,4,5,6;1;23;29;1;;;0
892064814;34;333;;Spain;;1;31;37;3;;;0
891854460;33;0;;United States of America;1,2,3,4,5,7,10,11,12,13;1;30;36;0;;;0
891754929;31;0;;France;15;1;28;34;0;;;0
891983109;23;468;;United States of America;1,2,19;0;20;26;500;;;0
892032072;26;0;;United Kingdom (Great Britain);1,2,3;0;16;99;16157;1.0;;3588
891081891;51;0;;Belgium;1,2,3,4;1;48;54;0;;;0
891539811;27;1000;;United States of America;1,3,4,5,6,7,9;1;24;30;1;;;0
891793191;19;0;;Argentina;2,3;1;16;22;1;;;0
891822891;35;0;;United States of America;;1;32;38;0;;;0
892217991;34;0;;Argentina;1,2,3,4,6;1;31;37;11;;;0
891355404;22;1000;;United States of America;1;1;19;25;2;;;0
892027623;25;25;;United States of America;1;0;17;44;3557;;;0
891304782;38;0;;Argentina;1;1;35;51;0;;;0
891449346;25;500;;Argentina;1;1;22;28;2;;;0
891559740;33;90;;Israel;;1;30;36;22;;;0
891953985;33;0;;Argentina;11,12,14,15,16,17,18,21;1;30;36;19;;;0
891239691;26;692;;United Arab Emirates;1,2,3,4,5,6,7,8,9;1;23;29;26;;;0
891360582;25;0;;United Kingdom (Great Britain);1,5;1;22;28;3;;;0
891298362;24;0;;United States of America;1,2,4,5,6,7,8,10;1;21;27;2;;;0
891281898;38;250;;United States of America;1,2;1;17;60;8;;;0
891950913;34;0;;Israel;;1;31;37;0;;;0
891394899;53;0;;Argentina;1,2,3,4,5,6;1;50;56;0;;;0
891268200;29;562;;United Arab Emirates;1,4,8,9;1;21;47;16;1.0;1.0;0
891472659;24;888;;Germany;1,2,12,13;1;21;27;9;1.0;1.0;0
891087771;32;500;;France;1;1;29;35;4;;;0
891258777;31;333;;France;;1;28;34;3;;;0
891134955;52;650;;United States of America;1,2,3,4,5;1;39;54;20;;;0
891636315;45;0;;United States of America;;1;46;61;1;;;0
892047153;32;333;;Chile;1,2,3;1;22;37;6;;;0
891901962;49;461;;United States of America;14,16,17,18,19;1;44;79;13;;;0
891082047;27;571;;United States of America;3,4,5;1;24;55;7;1.0;1.0;0
892126656;43;344;;United Kingdom (Great Britain);1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26;1;40;46;29;1.0;;0
892186293;34;412;;United States of America;1,2,3,4,5,6,7,8,9;0;31;37;1491;;;0
891078249;31;1000;;United States of America;;1;28;34;1;;;0
891604464;53;0;;Spain;1,2,3,4;1;50;56;2;;;0
892013064;18;750;;Spain;1,2,3,4,6,9,10,11,12,14,18,19,20,21,22,23;1;16;34;8;;;0
891974829;37;473;;United States of America;1,3,8;1;34;40;19;;;0
891151743;32;0;;United States of America;;1;29;35;0;;;0
891663513;20;0;;France;1,2,3,4,5,7;1;17;23;0;;;0
891237531;18;1000;;Spain;;1;16;25;1;;;0
892382304;42;0;;Argentina;1,2,3,4,5,6,7,9,11,12,13,15,16,18,19,20,21,23,24,25,26,27,28,29,30,60;1;39;45;0;;;0
891587646;42;0;;Italy;;1;39;45;0;;;0
891349611;34;500;;Australia;1;1;31;37;2;;;0
892228413;30;0;;United States of America;;1;27;33;0;;;0
891605661;34;555;;United States of America;1;1;31;37;9;;;0
891586140;39;615;;Spain;1,2,3,4,5;1;16;99;65;;;0
892071579;41;0;;Canada;4;1;38;44;0;;;0
891403047;20;250;;Argentina;1,2;1;17;23;4;;;0
891621096;45;1000;;Canada;2,3,5,6,8,9,11,12,13,14,15,16;1;18;48;2;;;0
891723477;32;555;;Belgium;1,2,3,4,5,6,7,8;1;29;35;18;;;0
892064328;55;372;68.0;United States of America;1,2,3,4,5;1;52;58;212;1.0;1.0;18902
891291876;22;333;;United States of America;1,2,3,4,8;1;19;25;12;;;0
892097934;32;0;;Portugal;1,2,3,4,5;1;29;35;1;;;0
891633852;38;0;;Germany;1,2;1;35;41;0;;;0
892068327;59;500;;France;1,3,4,5,6,9;1;50;62;2;;;0
892223061;24;778;;United States of America;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16;1;21;40;104;;;0
891469116;33;471;;Canada;1,2,3,4,5,6,7,8,9,10,11;0;30;36;779;;;0
892329849;23;618;;United States of America;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29;0;24;38;922;;;0
891502347;30;312;;Ukraine;1,2,3,4,6,7,8,9,10,11,12;1;22;29;288;1.0;;0
891809805;44;0;;Chile;13;1;41;47;0;;;0
891396309;22;715;;United States of America;1,2,3,10;0;26;99;433;;;0
892011714;29;55;;China;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23;1;26;39;18;;;0
892116150;25;322;;United States of America;;0;22;28;220;;;0
891716784;21;333;;United States of America;;1;18;34;3;;;0
892026204;44;175;;Israel;1,2;1;41;47;80;;;0
891227829;22;666;;Chile;;1;19;25;3;;;0
892281996;33;0;;Chile;1;1;30;36;0;;;0
891510741;32;0;;United States of America;1,2,3;1;29;35;0;;;0
891614079;51;225;;Italy;;1;48;54;40;;;0
891298500;26;750;;Belgium;1,2,3,6,7,8,9;1;23;29;4;;;0
891927867;30;666;;Pakistan;1,2;1;27;33;6;;;0
891390237;49;350;;United States of America;2,4,5,8,10;1;46;52;20;;;0
891752577;31;0;;Italy;;1;28;34;0;;;0
892066485;25;0;;France;;1;22;28;5;;;0
891247602;36;300;;Argentina;1;1;18;46;10;;;0
891920157;22;626;;Italy;1,2;0;19;25;297;;;0
891326970;37;333;;United States of America;1;1;34;40;3;;;0
891366030;20;0;;Argentina;;1;17;23;0;;;0
891088470;30;333;;France;1;1;27;33;6;;;0
891187896;27;0;;United States of America;1;1;24;30;1;;;0
891358122;45;333;;Belgium;;1;16;25;6;;;0
891182943;27;750;;United States of America;1,2,3,4;1;24;30;4;;;0
891434229;27;0;;United States of America;3;1;24;30;0;;;0
891906639;41;0;;United States of America;;1;38;44;0;;;0
891806172;32;250;;United Arab Emirates;1,2,3;1;29;35;36;;;0
892294977;21;0;;United Arab Emirates;3;1;18;99;2;;;0
891680427;37;0;;Chile;1,3;1;34;40;0;;;0
891427041;22;666;;Spain;;1;19;25;9;;;0
892412577;25;500;;United States of America;3,6,7,9;1;22;28;6;;;0
892403019;21;1000;;France;;1;18;24;1;1.0;;0
891368133;24;1000;;United States of America;1,2;1;21;27;5;;;0
891835488;25;0;;Argentina;;1;19;25;3;;;0
892037973;32;728;;United States of America;;0;59;99;298;;;0
891596844;51;378;;Chile;;0;48;54;219;;;0
891231168;22;0;;Italy;;1;19;25;0;;;0
891715662;48;0;;Spain;1;1;45;51;1;;;0
892142664;21;263;;United States of America;15,16,18;1;18;24;19;;;0
891764508;51;0;;Spain;3,5,6,7,9,10,11,13,15,17;1;48;54;1;;;0
891823092;31;0;;France;;1;28;40;0;;;0
891743325;37;434;;Italy;1,2;0;34;40;502;;;0
892103385;34;0;;United States of America;1,2,3,4,5;1;31;37;0;;;0
891944433;37;272;;Argentina;;1;22;37;11;;;0
891349665;31;0;;United States of America;;1;28;34;0;;;0
891804339;47;1000;;United States of America;;1;16;50;1;;;0
892279674;31;0;;Portugal;1;1;28;47;1;;;0
891098853;40;0;;United Kingdom (Great Britain);1,3,4,5;1;37;43;3;;;0
892141950;42;714;;United States of America;2,9;1;39;45;21;;;0
892199844;22;0;;France;1,2;1;19;25;1;;;0
891684396;56;71;;Argentina;;1;50;59;14;;;0
892055331;34;483;;United Arab Emirates;1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25;1;22;40;89;1.0;1.0;6292
891159993;20;714;;United Arab Emirates;1,2;1;17;23;14;;;0
892330161;27;153;;Germany;1,2,3,4,5,6,7,8,9,10,11,12,13;1;24;30;13;;;0
891828114;43;366;;United States of America;1,2,3;1;18;56;71;;;0
891964992;24;0;;Argentina;1,2,3,4,6,7,8;1;16;24;2;;;0
891346083;33;0;;United Arab Emirates;;1;30;36;0;;;0
891084972;49;0;;Chile;;1;23;39;0;;;0
891240345;30;272;;United States of America;1,4,6,8;1;27;46;11;;;0
892264938;26;0;;Spain;1;1;23;29;2;;;0
892150299;24;0;;United States of America;1;1;21;27;4;;;0
892023207;58;171;;Belgium;1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,22;1;55;61;105;;;0
891136083;33;0;;Spain;1,2,3,4,5,6;1;30;36;1;1.0;1.0;0
891872784;28;414;;United Arab Emirates;1;1;16;43;41;;;0
892145700;23;250;;United States of America;1,2,3,4,5,6,7,8,10,13;1;20;26;8;;;0
891091407;40;454;;Chile;1,2,3,4,5,6;1;37;43;77;;;0
892079211;60;0;;Canada;;1;50;63;0;;;0
891428031;28;590;;United States of America;;0;33;99;61;;;0
891286068;44;0;;Canada;;1;41;47;3;;;0
891710475;30;0;;United States of America;;1;27;33;0;;;0
891836277;41;0;;United States of America;;1;38;44;0;;;0
891955107;32;0;;United States of America;20;1;29;35;0;;;0
892299282;30;500;;Switzerland;1,2,3,4,5;1;27;33;10;;;0
892035609;40;0;;Germany;;1;19;43;22;;;0
891192141;43;500;;United States of America;1;1;40;46;6;;;0
891409440;31;466;;United Kingdom (Great Britain);1,4,5;1;28;55;15;;;0
891281439;25;400;;United States of America;1;1;22;28;5;;;0
891235413;36;0;;Argentina;1;1;33;39;0;;;0
891929925;51;0;;Switzerland;1,2;1;48;54;0;;;0
891317268;30;0;;Argentina;;1;16;60;0;;;0
891277167;32;0;;Germany;1,2,3;1;21;40;7;;;0
891616509;54;775;;United States of America;;1;51;57;80;1.0;;0
891977907;35;0;;United States of America;1,2,3,4,5;1;32;38;0;;;0
891541551;34;0;;France;;1;19;50;1;;;0
892254819;54;0;;United Kingdom (Great Britain);1,25;1;50;57;0;;;0
891719811;42;636;;United States of America;;1;39;45;11;;;0
892224498;24;736;;Canada;1,2,3;1;16;35;38;;;0
892095423;24;0;;Argentina;2,3,4,5,9;1;21;27;1;;;0
891712569;37;304;;United Arab Emirates;;1;29;99;23;;;0
891175923;22;0;;Argentina;1,2,3,4,5,6,7;1;19;43;9;;;0
891450978;39;0;;France;2;1;36;42;0;;;0
891435993;28;500;16.0;Canada;1;1;25;31;2;1.0;;6097
892385307;18;0;;United States of America;;1;15;21;0;;;0
891343857;40;384;;United States of America;;1;37;43;13;;;0
891422652;37;0;;Spain;;1;34;40;0;;;0
891910158;23;0;;Italy;;1;20;26;3;;;0
891998448;31;363;;Argentina;;1;25;35;11;;;0
891702054;27;0;;Germany;;1;24;30;0;;;0
891181398;32;652;;United States of America;1,2,3,4,5,7,8;1;29;35;23;;;0
1053059022;21;1;26.0;Russian Federation;2,15,16,20,23,27,28,30,60,90,120,150,180;0;62;70;653;1.0;;0
891973029;28;0;;Chile;3;1;25;31;1;;;0
892067553;23;800;;Italy;1,2;1;20;37;5;;;0
891632310;18;384;;United Kingdom (Great Britain);1,2,3,4,5,6,7,8,9,10,11,12,13,14,15;1;15;21;13;;;0
892402062;30;0;;Argentina;;1;27;33;1;;;0
891262065;32;0;;Chile;2;1;29;35;1;;;0
892420029;55;520;;United Kingdom (Great Britain);1,2,3,4,5,6,7,8;1;32;50;50;1.0;;0
891341907;44;1000;;France;1,2,3,4,5,6,7,8,9,10;1;41;47;1;1.0;;0
891064878;21;1000;;United States of America;1,2;1;16;28;2;;;0
891864597;25;520;;United States of America;1,2,3,4,5,6,7,8;1;22;28;25;;;0
891414471;33;176;;United States of America;1,2,3,4,5,7,8,9;1;30;36;17;;;0
891448410;32;500;;France;1,2,3,4,5,6,7;1;29;35;62;;;0
891660885;16;0;;United States of America;;1;16;20;0;;;0
891852981;23;0;;United States of America;1;1;20;43;0;;;0
891102786;25;0;;United States of America;1,3,4,5;1;22;28;0;;;0
