uid;country;joined_at;paid_at;revenue;payment_id;from_page;product_type
891299796.0;Germany;2017-06-11 00:54:00;2017-09-11 05:20:00;728.0;146.0;empty_likes;coins
892344951.0;Turkey;2017-10-15 21:37:00;2017-10-15 21:40:00;3614.0;147.0;autoreply_message;premium_no_trial
892207959.0;France;2017-10-18 18:30:00;2017-10-27 10:37:00;6292.0;147.0;promo_09;premium_no_trial
891693753.0;Turkey;2017-10-29 15:24:00;2017-04-11 20:45:00;5304.0;19.0;empty_likes;coins
891130164.0;United States of America;2017-09-11 07:37:00;2017-10-11 12:28:00;4602.0;146.0;empty_likes;coins
891870786.0;Italy;2017-10-25 22:08:00;2017-04-11 16:19:00;1261.0;19.0;fans;coins
891320823.0;United States of America;2017-05-11 19:37:00;2017-10-11 17:52:00;3783.0;67.0;empty_likes;other_type
892333905.0;Italy;2017-10-16 01:38:00;2017-10-16 22:35:00;31525.0;19.0;menu;coins
891120969.0;France;2017-09-11 12:24:00;2017-09-11 12:40:00;6292.0;147.0;autoreply_message;premium_no_trial
960936960.0;Russian Federation;2015-01-19 11:49:00;2016-12-14 17:30:00;26.0;0.0;refund_VP;other_type
891822480.0;Italy;2017-10-26 22:27:00;2017-01-11 16:50:00;1898.0;19.0;none;coins
891819399.0;Spain;2017-10-26 23:46:00;2017-11-11 15:25:00;6357.0;147.0;autoreply_message;premium_no_trial
891292845.0;Italy;2017-06-11 03:51:00;2017-06-11 03:59:00;1898.0;68.0;none;premium_no_trial
891335283.0;Argentina;2017-05-11 16:08:00;2017-12-11 18:21:00;10023.0;147.0;trial_vip_popup;trial_premium
891416007.0;France;2017-04-11 08:30:00;2017-04-11 08:52:00;3133.0;68.0;none;premium_no_trial
891739737.0;United States of America;2017-10-28 18:50:00;2017-12-11 03:25:00;1261.0;19.0;menu;coins
892136748.0;France;2017-10-20 10:32:00;2017-06-11 10:54:00;2821.0;19.0;none;coins
891870786.0;Italy;2017-10-25 22:08:00;2017-04-11 17:12:00;1261.0;19.0;autorefill;coins
891539388.0;Italy;2017-01-11 15:50:00;2017-09-11 00:21:00;12857.0;147.0;trial_vip_popup;trial_premium
891296583.0;United States of America;2017-06-11 02:02:00;2017-11-11 08:29:00;3783.0;67.0;empty_likes;other_type
892333905.0;Italy;2017-10-16 01:38:00;2017-10-16 18:42:00;31525.0;19.0;fans;coins
892290105.0;United States of America;2017-10-16 22:03:00;2017-10-11 17:18:00;1261.0;19.0;empty_likes;coins
892069554.0;United Kingdom (Great Britain);2017-10-21 19:11:00;2017-10-30 10:16:00;6305.0;19.0;autorefill;coins
892277877.0;United States of America;2017-10-17 03:36:00;2017-10-11 15:22:00;897.0;146.0;empty_likes;coins
892069554.0;United Kingdom (Great Britain);2017-10-21 19:11:00;2017-10-26 10:52:00;6305.0;19.0;empty_likes;coins
891977400.0;United States of America;2017-10-23 17:05:00;2017-10-30 19:05:00;17199.0;147.0;trial_vip_popup;trial_premium
892102893.0;United States of America;2017-10-21 02:51:00;2017-10-31 20:56:00;6305.0;19.0;autorefill;coins
892061721.0;Spain;2017-10-21 21:48:00;2017-10-23 15:12:00;2340.0;67.0;empty_likes;other_type
892366260.0;United Kingdom (Great Britain);2017-10-15 15:04:00;2017-10-15 15:49:00;6292.0;147.0;left_sidebar_menu;premium_no_trial
891130164.0;United States of America;2017-09-11 07:37:00;2017-11-13 03:53:00;4537.0;147.0;autoreply_message;premium_no_trial
891429846.0;Israel;2017-03-11 23:18:00;2017-11-11 01:19:00;14352.0;147.0;trial_vip_popup;trial_premium
891881343.0;United States of America;2017-10-25 17:58:00;2017-01-11 21:08:00;12727.0;147.0;dating;trial_premium
892333905.0;Italy;2017-10-16 01:38:00;2017-10-16 01:58:00;3783.0;67.0;empty_admins;other_type
892061721.0;Spain;2017-10-21 21:48:00;2017-10-25 13:20:00;741.0;146.0;empty_likes;coins
892310253.0;Israel;2017-10-16 14:50:00;2017-02-11 20:58:00;6292.0;147.0;left_sidebar_menu;premium_no_trial
891366795.0;Spain;2017-05-11 03:05:00;2017-07-11 22:18:00;6292.0;147.0;popular_users_block;premium_no_trial
891320823.0;United States of America;2017-05-11 19:37:00;2017-05-11 23:23:00;3783.0;67.0;menu;other_type
891367521.0;Italy;2017-05-11 02:37:00;2017-10-11 01:52:00;1469.0;19.0;sympathy;other_type
891662499.0;United Kingdom (Great Britain);2017-10-30 00:57:00;2017-09-11 02:21:00;6292.0;147.0;popular_users_block;premium_no_trial
891092322.0;Argentina;2017-09-11 22:48:00;2017-11-11 18:22:00;3926.0;19.0;empty_likes;coins
891989511.0;United States of America;2017-10-23 11:34:00;2017-10-26 17:08:00;5369.0;146.0;empty_likes;coins
891497961.0;Chile;2017-02-11 15:07:00;2017-02-11 17:16:00;2418.0;67.0;gifts;other_type
891175032.0;United Kingdom (Great Britain);2017-08-11 06:54:00;2017-10-11 19:20:00;12727.0;147.0;trial_vip_popup;trial_premium
892105335.0;United States of America;2017-10-21 01:14:00;2017-10-28 03:14:00;9087.0;147.0;trial_vip_popup;trial_premium
892421277.0;United States of America;2017-10-14 13:05:00;2017-02-11 02:12:00;12610.0;19.0;empty_likes;coins
960936960.0;Russian Federation;2015-01-19 11:49:00;2016-12-14 17:35:00;637.0;0.0;refung_AP;other_type
891254103.0;United Arab Emirates;2017-06-11 19:19:00;2017-06-11 19:32:00;6292.0;147.0;autoreply_message;premium_no_trial
892366260.0;United Kingdom (Great Britain);2017-10-15 15:04:00;2017-11-14 16:50:00;6292.0;147.0;left_sidebar_menu;premium_no_trial
891707061.0;Argentina;2017-10-29 10:54:00;2017-03-11 00:05:00;6292.0;147.0;promo_09;premium_no_trial
892188396.0;Argentina;2017-10-19 04:18:00;2017-10-19 04:39:00;6292.0;147.0;autoreply_message;premium_no_trial
892026636.0;Canada;2017-10-22 16:41:00;2017-10-29 18:45:00;9815.0;147.0;trial_vip_popup;trial_premium
892366260.0;United Kingdom (Great Britain);2017-10-15 15:04:00;2017-10-27 22:06:00;6305.0;19.0;autorefill;coins
892071420.0;Israel;2017-10-21 18:32:00;2017-10-24 06:32:00;5512.0;147.0;promo_09;premium_no_trial
892230618.0;Portugal;2017-10-18 06:08:00;2017-10-19 05:15:00;1261.0;19.0;empty_likes;coins
891174534.0;Argentina;2017-08-11 07:19:00;2017-11-15 09:19:00;10517.0;147.0;trial_vip_popup;trial_premium
892037091.0;United States of America;2017-10-22 12:02:00;2017-10-29 14:06:00;12727.0;147.0;dating;trial_premium
892069554.0;United Kingdom (Great Britain);2017-10-21 19:11:00;2017-10-22 01:11:00;3783.0;67.0;empty_likes;other_type
892138689.0;France;2017-10-20 09:21:00;2017-10-20 12:05:00;6435.0;147.0;autoreply_message;premium_no_trial
892204314.0;France;2017-10-18 19:55:00;2017-10-18 20:56:00;6292.0;147.0;left_sidebar_menu;premium_no_trial
892069554.0;United Kingdom (Great Britain);2017-10-21 19:11:00;2017-12-11 14:30:00;6305.0;19.0;empty_likes;coins
892116756.0;Canada;2017-10-20 20:09:00;2017-10-26 14:05:00;6292.0;147.0;promo_09;premium_no_trial
891514716.0;France;2017-02-11 04:04:00;2017-09-11 06:04:00;16432.0;147.0;trial_vip_popup;trial_premium
891254103.0;United Arab Emirates;2017-06-11 19:19:00;2017-06-11 19:44:00;3783.0;67.0;ad_to_photo;other_type
892230618.0;Portugal;2017-10-18 06:08:00;2017-10-19 05:09:00;6292.0;147.0;promo_09;premium_no_trial
891676365.0;France;2017-10-29 20:43:00;2017-10-31 09:24:00;2418.0;19.0;none;coins
892366260.0;United Kingdom (Great Britain);2017-10-15 15:04:00;2017-10-26 01:53:00;6305.0;19.0;autorefill;coins
891296583.0;United States of America;2017-06-11 02:02:00;2017-11-11 08:35:00;1261.0;19.0;autorefill;coins
892277877.0;United States of America;2017-10-17 03:36:00;2017-10-26 16:46:00;9087.0;147.0;trial_vip_popup;trial_premium
892136748.0;France;2017-10-20 10:32:00;2017-01-11 04:10:00;2834.0;19.0;none;coins
891327048.0;Chile;2017-05-11 18:10:00;2017-05-11 20:48:00;3783.0;67.0;fans;other_type
892333905.0;Italy;2017-10-16 01:38:00;2017-10-16 22:39:00;19773.0;146.0;menu;coins
891382470.0;France;2017-04-11 21:02:00;2017-04-11 21:05:00;2314.0;67.0;empty_likes;other_type
892116756.0;Canada;2017-10-20 20:09:00;2017-06-11 13:39:00;6305.0;19.0;autorefill;coins
891765819.0;Italy;2017-10-28 04:24:00;2017-12-11 21:24:00;7852.0;146.0;empty_likes;coins
891327048.0;Chile;2017-05-11 18:10:00;2017-05-11 20:36:00;12610.0;19.0;empty_likes;coins
891721851.0;United States of America;2017-10-29 02:50:00;2017-11-14 04:08:00;897.0;19.0;empty_likes;coins
892366260.0;United Kingdom (Great Britain);2017-10-15 15:04:00;2017-10-21 19:34:00;6305.0;19.0;menu;coins
891653790.0;Italy;2017-10-30 06:17:00;2017-09-11 12:45:00;728.0;146.0;empty_likes;coins
892138689.0;France;2017-10-20 09:21:00;2017-10-20 09:48:00;3965.0;146.0;empty_likes;coins
891466989.0;United States of America;2017-03-11 07:08:00;2017-04-11 08:08:00;3783.0;67.0;menu;other_type
891937230.0;Canada;2017-10-24 14:17:00;2017-10-26 20:29:00;6305.0;19.0;autorefill;coins
892333905.0;Italy;2017-10-16 01:38:00;2017-10-16 02:08:00;31525.0;19.0;gifts;coins
891216033.0;United States of America;2017-07-11 12:33:00;2017-07-11 12:47:00;6292.0;0.0;autoreply_message;premium_no_trial
892172853.0;Italy;2017-10-19 14:53:00;2017-10-19 16:40:00;6539.0;147.0;left_sidebar_menu;premium_no_trial
891946920.0;United States of America;2017-10-24 09:04:00;2017-10-31 12:48:00;9854.0;147.0;trial_vip_popup;trial_premium
892393119.0;Italy;2017-10-15 00:34:00;2017-10-21 13:09:00;1807.0;68.0;none;premium_no_trial
892188396.0;Argentina;2017-10-19 04:18:00;2017-10-19 18:24:00;6305.0;19.0;empty_likes;coins
892333905.0;Italy;2017-10-16 01:38:00;2017-10-16 13:10:00;63037.0;147.0;no_sympathy;premium_no_trial
891254103.0;United Arab Emirates;2017-06-11 19:19:00;2017-10-11 20:47:00;1261.0;19.0;empty_likes;coins
892323186.0;United States of America;2017-10-16 08:49:00;2017-10-23 14:13:00;13130.0;147.0;trial_vip_popup;trial_premium
892047282.0;United Arab Emirates;2017-10-22 05:44:00;2017-10-29 07:44:00;10153.0;147.0;trial_vip_popup;trial_premium
891568008.0;Argentina;2017-10-31 22:17:00;2017-08-11 00:41:00;10569.0;147.0;trial_vip_popup;trial_premium
891707061.0;Argentina;2017-10-29 10:54:00;2017-11-14 03:33:00;1261.0;19.0;autorefill;coins
892333905.0;Italy;2017-10-16 01:38:00;2017-10-16 02:08:00;1261.0;19.0;gifts;coins
891851568.0;United Arab Emirates;2017-10-26 10:02:00;2017-02-11 12:15:00;10153.0;147.0;trial_vip_popup;trial_premium
892175961.0;India;2017-10-19 13:19:00;2017-10-19 22:08:00;4706.0;147.0;promo_09;premium_no_trial
891721851.0;United States of America;2017-10-29 02:50:00;2017-11-14 22:03:00;897.0;19.0;empty_likes;coins
891989511.0;United States of America;2017-10-23 11:34:00;2017-10-25 15:08:00;5395.0;146.0;empty_likes;coins
891707061.0;Argentina;2017-10-29 10:54:00;2017-11-15 03:41:00;1261.0;19.0;autorefill;coins
891354468.0;Israel;2017-05-11 10:08:00;2017-05-11 19:15:00;4602.0;146.0;menu;coins
892101909.0;France;2017-10-21 03:28:00;2017-10-23 22:32:00;741.0;146.0;empty_likes;coins
891354468.0;Israel;2017-05-11 10:08:00;2017-05-11 10:40:00;5486.0;147.0;dating;premium_no_trial
892325937.0;Germany;2017-10-16 07:01:00;2017-10-16 07:19:00;3601.0;147.0;autoreply_message;premium_no_trial
891354468.0;Israel;2017-05-11 10:08:00;2017-11-11 20:36:00;4563.0;19.0;menu;coins
891462408.0;United States of America;2017-03-11 10:08:00;2017-10-11 12:08:00;9087.0;147.0;trial_vip_popup;trial_premium
891583611.0;Spain;2017-10-31 16:30:00;2017-07-11 19:13:00;16536.0;147.0;none;trial_premium
891738366.0;Israel;2017-10-28 19:23:00;2017-10-31 21:33:00;6292.0;147.0;promo_09;premium_no_trial
892336797.0;United States of America;2017-10-16 00:21:00;2017-10-16 00:51:00;6292.0;147.0;send_message;premium_no_trial
892288614.0;France;2017-10-16 22:33:00;2017-10-16 22:45:00;2977.0;68.0;none;premium_no_trial
891303210.0;Argentina;2017-05-11 23:52:00;2017-06-11 23:24:00;1261.0;19.0;empty_likes;coins
892333905.0;Italy;2017-10-16 01:38:00;2017-10-17 02:23:00;31525.0;19.0;menu;coins
891553362.0;United States of America;2017-01-11 08:26:00;2017-08-11 10:38:00;12727.0;147.0;autoreply_message;trial_premium
892380033.0;United States of America;2017-10-15 09:11:00;2017-10-15 09:23:00;4732.0;147.0;left_sidebar_menu;premium_no_trial
892333905.0;Italy;2017-10-16 01:38:00;2017-10-16 01:44:00;3783.0;67.0;menu;other_type
891765819.0;Italy;2017-10-28 04:24:00;2017-12-11 21:23:00;2327.0;67.0;empty_likes;other_type
892032669.0;United States of America;2017-10-22 14:04:00;2017-10-26 14:54:00;3614.0;19.0;none;coins
892102893.0;United States of America;2017-10-21 02:51:00;2017-10-22 23:00:00;6305.0;19.0;empty_likes;coins
892207959.0;France;2017-10-18 18:30:00;2017-01-11 04:38:00;1261.0;19.0;empty_likes;coins
891378810.0;United States of America;2017-04-11 22:06:00;2017-12-11 00:14:00;12727.0;147.0;dating;trial_premium
892216461.0;United States of America;2017-10-18 14:41:00;2017-10-18 16:05:00;1261.0;19.0;empty_likes;coins
892207959.0;France;2017-10-18 18:30:00;2017-10-22 04:49:00;1261.0;19.0;empty_likes;coins
891452706.0;Italy;2017-03-11 14:48:00;2017-11-11 17:21:00;6305.0;19.0;gifts;coins
891806679.0;Italy;2017-10-27 08:43:00;2017-10-28 12:06:00;6422.0;147.0;autoreply_message;premium_no_trial
891288783.0;United States of America;2017-06-11 06:09:00;2017-09-11 08:04:00;6305.0;19.0;empty_likes;coins
891466335.0;United States of America;2017-03-11 07:36:00;2017-10-11 09:56:00;9919.0;147.0;trial_vip_popup;trial_premium
891365490.0;United States of America;2017-05-11 03:55:00;2017-05-11 10:25:00;6292.0;147.0;popular_users_chat;premium_no_trial
892087155.0;United States of America;2017-10-21 12:12:00;2017-10-22 13:05:00;2444.0;68.0;none;premium_no_trial
892096215.0;Belgium;2017-10-21 07:36:00;2017-10-28 12:23:00;12766.0;147.0;trial_vip_popup;trial_premium
892032669.0;United States of America;2017-10-22 14:04:00;2017-10-26 14:56:00;3614.0;68.0;none;premium_no_trial
891252072.0;Argentina;2017-06-11 19:56:00;2017-08-11 04:29:00;6292.0;147.0;popular_users_block;premium_no_trial
892071420.0;Israel;2017-10-21 18:32:00;2017-10-24 19:30:00;2756.0;67.0;empty_likes;other_type
891707061.0;Argentina;2017-10-29 10:54:00;2017-10-11 13:14:00;1261.0;19.0;empty_likes;coins
892148454.0;United States of America;2017-10-20 01:42:00;2017-10-25 16:50:00;4537.0;147.0;promo_09;premium_no_trial
892101909.0;France;2017-10-21 03:28:00;2017-10-23 22:35:00;923.0;19.0;none;coins
891765819.0;Italy;2017-10-28 04:24:00;2017-08-11 00:32:00;6422.0;147.0;left_sidebar_menu;premium_no_trial
892079109.0;United States of America;2017-10-21 15:38:00;2017-10-22 04:32:00;4537.0;147.0;left_sidebar_menu;premium_no_trial
892120956.0;Belgium;2017-10-20 18:20:00;2017-05-11 13:43:00;3042.0;68.0;none;premium_no_trial
891211224.0;United Arab Emirates;2017-07-11 14:38:00;2017-10-11 11:30:00;4602.0;146.0;empty_likes;coins
892042395.0;United States of America;2017-10-22 09:21:00;2017-10-24 03:35:00;4602.0;146.0;gifts;coins
892069554.0;United Kingdom (Great Britain);2017-10-21 19:11:00;2017-10-23 13:48:00;6305.0;19.0;autorefill;coins
891561825.0;France;2017-01-11 01:06:00;2017-08-11 03:06:00;12636.0;147.0;trial_vip_popup;trial_premium
891937230.0;Canada;2017-10-24 14:17:00;2017-10-31 16:47:00;12688.0;147.0;send_message;trial_premium
892333905.0;Italy;2017-10-16 01:38:00;2017-10-16 01:58:00;3783.0;67.0;empty_admins;other_type
891675147.0;United States of America;2017-10-29 21:04:00;2017-05-11 23:04:00;9087.0;147.0;trial_vip_popup;trial_premium
891367521.0;Italy;2017-05-11 02:37:00;2017-10-11 01:52:00;1469.0;127.0;coins_popup;other_type
892069554.0;United Kingdom (Great Britain);2017-10-21 19:11:00;2017-08-11 01:47:00;6305.0;19.0;empty_likes;coins
891239847.0;United Kingdom (Great Britain);2017-06-11 23:39:00;2017-06-11 23:49:00;6292.0;147.0;autoreply_message;premium_no_trial
891739737.0;United States of America;2017-10-28 18:50:00;2017-11-13 05:34:00;1261.0;19.0;empty_likes;coins
891761955.0;France;2017-10-28 07:44:00;2017-10-28 19:45:00;13481.0;147.0;trial_vip_popup;trial_premium
892104378.0;United States of America;2017-10-21 01:54:00;2017-10-21 02:18:00;4602.0;146.0;empty_likes;coins
891739737.0;United States of America;2017-10-28 18:50:00;2017-11-13 05:34:00;1261.0;19.0;empty_likes;coins
891254103.0;United Arab Emirates;2017-06-11 19:19:00;2017-10-11 20:48:00;12610.0;19.0;empty_likes;coins
892290105.0;United States of America;2017-10-16 22:03:00;2017-10-21 22:30:00;4537.0;147.0;popular_users_block;premium_no_trial
892366260.0;United Kingdom (Great Britain);2017-10-15 15:04:00;2017-10-15 15:07:00;6305.0;19.0;menu;coins
892101909.0;France;2017-10-21 03:28:00;2017-10-21 03:39:00;6422.0;147.0;none;premium_no_trial
891486135.0;Italy;2017-02-11 20:22:00;2017-04-11 10:59:00;3900.0;146.0;empty_likes;coins
892143453.0;Canada;2017-10-20 05:45:00;2017-10-25 03:04:00;4706.0;147.0;popular_users_chat;premium_no_trial
891662499.0;United Kingdom (Great Britain);2017-10-30 00:57:00;2017-10-11 19:42:00;3783.0;67.0;fans;other_type
892069554.0;United Kingdom (Great Britain);2017-10-21 19:11:00;2017-03-11 10:44:00;6305.0;19.0;empty_likes;coins
891503397.0;Italy;2017-02-11 12:22:00;2017-02-11 12:26:00;6448.0;147.0;autoreply_message;premium_no_trial
891452706.0;Italy;2017-03-11 14:48:00;2017-11-11 17:21:00;6305.0;19.0;gifts;coins
891497391.0;Chile;2017-02-11 15:24:00;2017-05-11 20:25:00;4745.0;147.0;user_profile;premium_no_trial
892176342.0;United States of America;2017-10-19 13:07:00;2017-10-20 23:19:00;1508.0;68.0;none;premium_no_trial
892061721.0;Spain;2017-10-21 21:48:00;2017-10-21 21:52:00;7930.0;147.0;send_message;premium_no_trial
892019337.0;France;2017-10-22 19:27:00;2017-10-29 18:41:00;2314.0;67.0;admins;other_type
891937230.0;Canada;2017-10-24 14:17:00;2017-10-25 14:27:00;3783.0;67.0;empty_likes;other_type
891693753.0;Turkey;2017-10-29 15:24:00;2017-10-31 11:27:00;2665.0;146.0;empty_likes;coins
891721851.0;United States of America;2017-10-29 02:50:00;2017-11-14 04:08:00;897.0;19.0;empty_likes;coins
960936960.0;Russian Federation;2015-01-19 11:49:00;2016-12-14 16:16:00;143.0;0.0;refund_WP;other_type
892080207.0;United States of America;2017-10-21 15:12:00;2017-10-22 17:38:00;6292.0;147.0;left_sidebar_menu;premium_no_trial
891707061.0;Argentina;2017-10-29 10:54:00;2017-10-11 13:14:00;1261.0;19.0;autorefill;coins
891320916.0;Israel;2017-05-11 19:36:00;2017-07-11 20:04:00;3783.0;67.0;empty_likes;other_type
891264903.0;United States of America;2017-06-11 16:02:00;2017-08-11 22:32:00;3887.0;147.0;none;premium_no_trial
891178713.0;United States of America;2017-08-11 03:39:00;2017-11-15 09:28:00;9087.0;147.0;trial_vip_popup;trial_premium
891285747.0;United States of America;2017-06-11 07:49:00;2017-06-11 07:53:00;4537.0;147.0;autoreply_message;premium_no_trial
892365015.0;United Kingdom (Great Britain);2017-10-15 15:32:00;2017-10-23 13:38:00;12727.0;147.0;dating;trial_premium
891299796.0;Germany;2017-06-11 00:54:00;2017-08-11 15:09:00;6266.0;147.0;promo_09;premium_no_trial
891365490.0;United States of America;2017-05-11 03:55:00;2017-06-11 00:28:00;1261.0;19.0;empty_likes;coins
892189932.0;Spain;2017-10-19 02:48:00;2017-10-19 03:09:00;6474.0;147.0;autoreply_message;premium_no_trial
891327048.0;Chile;2017-05-11 18:10:00;2017-05-11 20:38:00;6292.0;147.0;no_sympathy;premium_no_trial
891320916.0;Israel;2017-05-11 19:36:00;2017-06-11 13:50:00;6292.0;147.0;popular_users_block;premium_no_trial
892183086.0;Belgium;2017-10-19 09:06:00;2017-10-26 11:11:00;16913.0;147.0;autoreply_message;trial_premium
891366795.0;Spain;2017-05-11 03:05:00;2017-07-11 05:54:00;3783.0;67.0;empty_likes;other_type
891983730.0;Israel;2017-10-23 14:16:00;2017-10-29 09:25:00;871.0;146.0;empty_likes;coins
891296583.0;United States of America;2017-06-11 02:02:00;2017-11-11 08:29:00;1261.0;19.0;empty_likes;coins
891822480.0;Italy;2017-10-26 22:27:00;2017-10-27 15:22:00;3913.0;146.0;empty_likes;coins
891493443.0;United Kingdom (Great Britain);2017-02-11 17:09:00;2017-07-11 04:00:00;3640.0;146.0;menu;coins
891616074.0;Italy;2017-10-30 22:57:00;2017-04-11 04:45:00;6292.0;147.0;autoreply_message;premium_no_trial
892089249.0;Israel;2017-10-21 11:17:00;2017-11-13 21:26:00;6292.0;147.0;popular_users_block;premium_no_trial
